Région,Localisation,Type de bien,Nature,Superficie,Salles de bains,Chambres,Prix,Date_De_Modification,Annonce
Ben Arous,Ben_Arous,villa,À Vendre,363,2,4,1,2024-12-14,A Vendre en exclusivité : Villa S+4 avec Jardin arboré
Ben Arous,Ben_Arous,villa,À Vendre,373,1,4,540000,2024-12-14,Villa Billie à Vendre à Rades
Tunis,Tunis,N/A,À Vendre,200,3,5,680000,2024-12-13,A vendre magnifique Duplex S5 à Menzah 9 c
Jendouba,Jendouba,villa,À Vendre,802,1,3,550000,2024-12-13,villa studio et magasin
Ariana,Ariana,villa,À Vendre,420,2,4,980000,2024-12-13,🌟 Villa S+4 A vendre A ARIANA CITÉ Riadh El Andalous 🌟
Ariana,Ariana,villa,À Vendre,420,2,4,980000,2024-12-13,🌟 Villa S+4 A vendre A ARIANA CITÉ Riadh El Andalous 🌟
Ariana,Ariana,villa,À Vendre,420,2,4,980000,2024-12-13,🌟 Villa S+4 A vendre A ARIANA CITÉ Riadh El Andalous 🌟
Ariana,Ariana,villa,À Vendre,420,2,4,980000,2024-12-13,🌟 Villa S+4 A vendre A ARIANA CITÉ Riadh El Andalous 🌟
Ariana,Ariana,villa,À Vendre,420,2,4,980000,2024-12-13,🌟 Villa S+4 A vendre A ARIANA CITÉ Riadh El Andalous 🌟
Ariana,Ariana,villa,À Vendre,420,2,4,980000,2024-12-13,🌟 Villa S+4 A vendre A ARIANA CITÉ Riadh El Andalous 🌟
Ariana,Ariana,villa,À Vendre,420,2,4,980000,2024-12-13,🌟 Villa S+4 A vendre A ARIANA CITÉ Riadh El Andalous 🌟
Ariana,Ariana,villa,À Vendre,420,2,4,980000,2024-12-13,🌟 Villa S+4 A vendre A ARIANA CITÉ Riadh El Andalous 🌟
Ariana,Ariana,villa,À Vendre,420,2,4,980000,2024-12-13,🔥 A VENDRE VILLA S+4 A ARIANA 🔥
Ariana,Ariana,villa,À Vendre,420,2,4,980000,2024-12-13,🔥 A VENDRE VILLA S+4 A ARIANA 🔥
Ariana,Ariana,villa,À Vendre,420,2,4,980000,2024-12-13,🔥 A VENDRE VILLA S+4 A ARIANA 🔥
Nabeul,Nabeul,Maison,À Vendre,500,2,3,180000,2024-12-13,maison 500m2 yasmine hammamet 180.000 MD
Nabeul,Nabeul,N/A,À Vendre,105,2,3,370000,2024-12-13,A vendre duplex S3 jardin à Hammamet Sud
Nabeul,Nabeul,villa,À Vendre,400,3,4,0,2024-12-13,A vendre villa S4  avec piscine à Hammamet Nord
Nabeul,Nabeul,villa,À Vendre,329,4,3,1100000,2024-12-13,A vendre Villa de 195m² sur un terrain de 216m² à hammamet nord
Ben Arous,Ben_Arous,villa,À Vendre,562,4,8,830000,2024-12-13,Villa r+1 à Hammam chat
Ariana,Ariana,villa,À Vendre,457,0,3,1,2024-12-13,Villa De Luxe de Style Minimaliste S+4 à vendre à La Soukra
Ariana,Ariana,villa,À Vendre,400,3,4,1,2024-12-13,Une Villa indépendante S+4 à vendre à La Soukra
Sfax,Sfax,villa,À Vendre,1680,3,3,800000,2024-12-13,a vendre villa route teniour km5
Tunis,Tunis,N/A,À Vendre,400,1,1,3500000,2024-12-13,A vendre un duplex au lac 2
Ben Arous,Ben_Arous,villa,À Vendre,500,1,1,990000,2024-12-13,A Vendre une  villa à  Hammem Chatt
Ben Arous,Ben_Arous,villa,À Vendre,420,1,3,1100000,2024-12-13,A  Vendre une villa à Hammam chatt
Tunis,Tunis,N/A,À Vendre,236,1,4,1,2024-12-13,À vendre un  duplex S+4 avec piscine  à Ain Zaghouan  Nord
Ariana,Ariana,N/A,À Vendre,170,1,3,320000,2024-12-13,A vendre un duplex s+3 à Nour Jaafer
Tunis,Tunis,Maison,À Vendre,120,1,2,130000,2024-12-13,A vendre une maison  à Sidi hssin sijoumi.
Bizerte,Bizerte,Maison,À Vendre,110,1,4,165000,2024-12-13,"Maison sur deux niveaux  à vendre à bizerte 
cette annonce ne concerne pas les intermediaires et les agences
whatsap et tel 21622485769"
Tunis,Tunis,N/A,À Vendre,330,1,1,280000,2024-12-13,A vendre une bâtisse inachevée à #sidi #hassine
Tunis,Tunis,N/A,À Vendre,312,1,1,1,2024-12-13,A Vendre un duplex  au lac 1.
Ariana,Ariana,villa,À Vendre,426,1,4,790000,2024-12-13,A #vendre une #villa à la #Soukra
Tunis,Tunis,villa,À Vendre,244,2,5,1200000,2024-12-13,Villa Anazala à Vendre à Cité Les Jardins
Ariana,Ariana,Maison,À Vendre,466,1,3,480000,2024-12-13,A vendre une maison à Borj Louzir
Tunis,Tunis,villa,À Vendre,374,3,3,1200000,2024-12-13,A vendre une villa à  Menzah 9
Tunis,Tunis,N/A,À Vendre,140,1,1,640000,2024-12-13,A vendre un  s+2 à Ain Zaghouan nord
Tunis,Tunis,N/A,À Vendre,140,1,2,640000,2024-12-13,A Vendre un duplex s+2 à Ain Zaghouan nord
Ariana,Ariana,N/A,À Vendre,300,1,3,850000,2024-12-13,A vendre un Triplex à la #Soukra
Bizerte,Bizerte,villa,N/A,N/A,1,2,1200000,2024-12-13,A  vendre une  villa à Utique Bizerte  avec jardin
Nabeul,Nabeul,villa,À Vendre,1200,1,3,1350000,2024-12-13,A vendre une villa à Hammamet Nord
Ariana,Ariana,villa,À Vendre,200,1,3,420000,2024-12-13,A #vendre une #villa à El gazella
Tunis,Tunis,N/A,À Vendre,400,1,3,3500000,2024-12-13,A Vendre un Duplex de chez Promoteur à Les Berges du Lac 2.
Ariana,Ariana,Maison,À Vendre,466,1,4,480000,2024-12-13,À vendre une maison  à SidI Sofian
Ariana,Ariana,villa,À Vendre,400,1,5,780000,2024-12-13,À vendre villa à Borj Louzir
Tunis,Tunis,villa,À Vendre,649,4,9,1180000,2024-12-13,Villa Florence À Vendre D’EL Manzah 9
Tunis,Tunis,villa,N/A,N/A,N/A,4,0,2024-12-13,A VENDRE VILLA – AOUINA – TEL 52026677 – FB.4736
Ben Arous,Ben_Arous,N/A,À Vendre,173,2,0,190000,2024-12-13,Duplex Houston à Vendre à Rades Meliane
Tunis,Tunis,Maison,À Vendre,143,1,3,290000,2024-12-13,A vendre : Maison au Bardo - Hédi chaker
Ben Arous,Ben_Arous,N/A,À Vendre,297,2,3,320000,2024-12-13,A vendre
Ben Arous,Ben_Arous,N/A,À Vendre,320,2,3,680000,2024-12-13,a vendre
Monastir,Monastir,N/A,À Vendre,120,1,0,0,2024-12-13,local commercial
Ben Arous,Ben_Arous,villa,À Vendre,125,2,6,250000,2024-12-13,villa a rades à vendre
Tunis,Tunis,Maison,À Vendre,100,3,6,450000,2024-12-13,Vente 2 Maisons superposées
Tunis,Tunis,N/A,À Vendre,80,2,3,420000,2024-12-13,duplex à vendre à ain zaghouan
Sfax,Sfax,Appartement,À Vendre,22.5,1,4,230000,2024-12-13,À vendre appartement S+3 1er étage résidence privée à route Mahdia km 5 (مركز بشة)
Sfax,Sfax,Maison,À Vendre,512,1,3,450000,2024-12-13,À vendre 2 maisons indépendantes à Route Teniour km 5.5
Tunis,Tunis,villa,À Vendre,500,4,3,1920000,2024-12-13,A vendre une villa à Mutuelleville
Tunis,Tunis,villa,À Vendre,590,4,5,0,2024-12-13,A vendre une villa à El Manar 3
La Manouba,La_Manouba,villa,À Vendre,518,3,4,1290,2024-12-13,A vendre une villa a Manouba
Tunis,Tunis,villa,À Vendre,350,3,4,850000,2024-12-13,A vendre une villa  à Menzah 9c
Ariana,Ariana,villa,À Vendre,575,4,4,0,2024-12-13,A vendre une villa de rêve jamais habitée à Ennasr
Tunis,Tunis,N/A,N/A,N/A,N/A,3,220,2024-12-13,a vendre
Tunis,Tunis,villa,À Louer,N/A,N/A,N/A,4300,2024-12-13,A Louer ou à vendre une belle Villa  plain pied S+6+ dependances à El Manar 3
La Manouba,La_Manouba,Maison,À Vendre,N/A,N/A,6,265000,2024-12-13,Belle maison à vendre à Mornaguia
Tunis,Tunis,N/A,À Vendre,400,2,4,860000,2024-12-13,A vendre Duplex S+4 direct promoteur à l'aouina
Tunis,Tunis,N/A,À Vendre,330,3,3,720000,2024-12-13,A vendre Duplex S+3 direct promoteur à l'aouina
Nabeul,Nabeul,villa,À Vendre,420,1,3,680000,2024-12-13,villa a vendre
Ben Arous,Ben_Arous,villa,À Vendre,256,2,4,1,2024-12-13,exclusivité - Villa à vendre à Yasminette ~ Nouvelle Medina 🏡
Nabeul,Nabeul,villa,À Vendre,385,3,6,1250000,2024-12-13,Villa 385 m²  à cité Mirdès Kelibia
Tunis,Tunis,N/A,À Vendre,470,4,7,1500000,2024-12-13,Immeuble INVEST Dillar à Vendre à EL Manzah 5
Médenine,Mdenine,villa,À Vendre,220,2,4,1,2024-12-13,villa en cours de construction
Sousse,Sousse,villa,À Vendre,405,2,5,750000,2024-12-13,Villa inahevée à Sahloul 4
Sousse,Sousse,Maison,À Vendre,180,2,2,150000,2024-12-13,Maison à Akouda
Ariana,Ariana,villa,À Vendre,764,0,2,950000,2024-12-13,à Vendre une villa sur deux niveaux à Chotrana 3
Ben Arous,Ben_Arous,villa,À Vendre,440,4,8,550,2024-12-13,Villa à vendre à cité hidhab fouchana
Ben Arous,Ben_Arous,Maison,À Vendre,85,3,8,160000,2024-12-13,Maison à 2etage à fouchana
Nabeul,Nabeul,villa,À Vendre,1085,N/A,N/A,600000,2024-12-13,Villa avec piscine pieds dans l’eau à plage Kerkouene
Ben Arous,Ben_Arous,villa,À Vendre,350,5,6,550000,2024-12-12,Villa Taym à Vendre à Bir Kassaa
Ariana,Ariana,N/A,À Vendre,150,1,3,400000,2024-12-12,Immeuble Aurora à Vendre à Jaafer 1
Tunis,Tunis,villa,À Vendre,400,2,4,750000,2024-12-12,à vendre une villa de deux étages
Nabeul,Nabeul,villa,À Vendre,530,2,0,650000,2024-12-12,A vendre une villa avec piscine à Kerkouane
Tunis,Tunis,Maison,À Vendre,120,1,3,50000,2024-12-12,MAISON A VENDRE
Ben Arous,Ben_Arous,villa,À Vendre,504,2,3,380000,2024-12-12,"𝗢𝗽𝗽𝗼𝗿𝘁𝘂𝗻𝗶𝘁𝗲́ à vendre : une villa 𝐢𝐧𝐝𝐞́𝐩𝐞𝐧𝐝𝐚𝐧𝐭𝐞 située à Ezzahra, avec une superficie de 504 m². 𝗣𝗿𝗶𝘅 : 𝟯𝟴𝟬 𝟬𝟬𝟬 𝗗𝗧.
 Tel et whatsapp : 28 700 810."""
Sfax,Sfax,Maison,À Louer,400,1,1,0,2024-12-12,Maison à  Louer ou à  vendre
Nabeul,Nabeul,Maison,À Vendre,1500,3,3,480000,2024-12-12,A vendre à Hammamet une grande maison de campagne
Tunis,Tunis,villa,À Vendre,400,4,8,750000,2024-12-12,A vendre villa manar1
Tunis,Tunis,villa,À Vendre,411,5,8,1050000,2024-12-12,A Vendre : Villa R+2 Haut Standing à Cité el Ferdaous - Bardo
Ben Arous,Ben_Arous,villa,À Vendre,440,2,4,550000,2024-12-12,Une très belle villa à Boumhal Bassatine
Tunis,Tunis,villa,À Vendre,550,2,8,970000,2024-12-12,Villa  a vendre à El Menzah 9B
Ariana,Ariana,villa,N/A,N/A,N/A,4,820000,2024-12-12,Magnifique villa à cité El Ghazela
Ben Arous,Ben_Arous,villa,À Vendre,0,0,0,0,2024-12-12,a vendre villa Mourouj 6
Nabeul,Nabeul,villa,À Vendre,1495,3,4,1,2024-12-12,Villa Pied dans l'eau
Ben Arous,Ben_Arous,N/A,À Vendre,133,3,3,550000,2024-12-12,Duplex à Rades Meliane
Bizerte,Bizerte,Maison,À Vendre,103,2,4,0,2024-12-12,maison Ghar Meleh
Bizerte,Bizerte,villa,À Vendre,206,2,3,470000,2024-12-12,Villa à Vendre à Jarzouna Bizerte - vue de mer
Tunis,Tunis,villa,À Vendre,654,4,4,1800000,2024-12-12,Villa Rêve Avec Piscine à Vendre à Route du Relais La Marsa
Tunis,Tunis,villa,À Vendre,400,3,5,1350000,2024-12-12,villa la marsa sidi daoud 500m2
Tunis,Tunis,N/A,À Vendre,136,1,3,500000,2024-12-12,"Immeuble Lyne à Vendre à Bab Fella, Montfleury"
Tunis,Tunis,N/A,À Louer,240,2,8,440000,2024-12-12,Immeuble Zaid à Vendre à El Ouardia 4
Nabeul,Nabeul,Maison,À Vendre,245,1,3,270000,2024-12-12,À Vendre Maison avec Piscine à Monchar 1
Nabeul,Nabeul,N/A,À Vendre,391,4,10,1300000,2024-12-12,"À vendre Immeuble de 690m² sur un terrain isolée de 391m² à Cité el Wafa,Nabeul"
Nabeul,Nabeul,Maison,À Vendre,743,2,4,660000,2024-12-12,Maison 743 m²  à Fatha 2 Kelibia
Tunis,Tunis,villa,À Vendre,500,6,10,0,2024-12-12,Villa  à vendre à Mutuelle Ville
Ariana,Ariana,Maison,À Vendre,324,0,3,350000,2024-12-12,maison S+3 à vendre à cité les journalistes
Ariana,Ariana,Appartement,À Vendre,156,0,3,295000,2024-12-12,À vendre Appartement s+3  à cité ennkhilet
Tunis,Tunis,villa,À Vendre,463,4,5,1550000,2024-12-12,A vendre villa moderne R2 à l'Aouina
Ben Arous,Ben_Arous,N/A,À Vendre,200,1,3,490000,2024-12-11,A VENDRE
Ben Arous,Ben_Arous,N/A,À Vendre,147,1,4,379000,2024-12-11,A VENDRE
Nabeul,Nabeul,villa,À Vendre,318,4,4,1000000,2024-12-11,A vendre Villa de 318m2  avec piscine à Hammamet
Tunis,Tunis,villa,À Vendre,520,4,6,980000,2024-12-11,Villa 520 m² à Menzah 9 B
Tunis,Tunis,Maison,À Vendre,172,1,3,190,2024-12-11,maison à vendre
Ben Arous,Ben_Arous,Maison,À Vendre,90,1,3,98000,2024-12-11,à vendre une maison 1er étage mhamdia
Ariana,Ariana,villa,À Vendre,620,1,4,360000,2024-12-11,Une villa inachevée à vendre à Raoued Plage
Nabeul,Nabeul,villa,À Vendre,520,4,5,0,2024-12-11,Villa Mustapha
Nabeul,Nabeul,villa,À Vendre,1250,4,5,12,2024-12-11,Une villa à vendre à Hammamet
La Manouba,La_Manouba,N/A,À Vendre,500,0,0,650000,2024-12-11,Un complexe residentiel à Vendre à Mannouba
Bizerte,Bizerte,villa,À Vendre,270,0,3,350000,2024-12-11,A Vendre Rez De Chaussée De Villa à Cité Ain Mariem Bizerte
Ariana,Ariana,villa,À Vendre,380,6,5,1200000,2024-12-11,A Vendre villa de charme à La Soukra
Bizerte,Bizerte,villa,À Vendre,252,2,1,449996,2024-12-11,Villa à vendre à menzel jemil Bizerte
Ariana,Ariana,Maison,À Vendre,85,2,4,175000,2024-12-11,A vendre maison R+1 à cité Rafeha Mnihla Ariana
Ben Arous,Ben_Arous,villa,À Vendre,135,2,9,240000,2024-12-11,Villa de 2 étages indépendantes à vendre à cité Hithab à 240 le dernier prix tel 99811625/54811627
Ben Arous,Ben_Arous,villa,À Vendre,245,2,8,400000,2024-12-11,Une villa de 2 étages indépendantes à vendre à mourouj 6 ( FORSA ) tel 99811625/54811627
Ben Arous,Ben_Arous,villa,À Vendre,300,3,7,540000,2024-12-11,Bell villa style américain a vendre à mourouj 4 tel 54811627/99811625
Ben Arous,Ben_Arous,Maison,À Vendre,90,2,7,155000,2024-12-11,Une maison de 2 étages indépendante à vendre à fouchana tel 99811625/54811627
Ben Arous,Ben_Arous,villa,À Vendre,187,1,3,230000,2024-12-11,villa 🏠 à vendre S+2 à cité Hithab tel 99811625/54811627
Ben Arous,Ben_Arous,villa,À Vendre,300,1,5,280000,2024-12-11,rez de chaussée d'une villa à vendre à mourouj 1 tel 99811625/54811627
Ben Arous,Ben_Arous,N/A,À Vendre,150,2,4,350000,2024-12-11,Un duplex commercial à vendre à mourouj 3 tel 99811625/54811627
Ben Arous,Ben_Arous,villa,À Vendre,400,3,7,650000,2024-12-11,une très jolie villa haut standing à vendre à cité riadh borj cedria tel 99811625/54811627
Ariana,Ariana,villa,À Vendre,530,3,6,450000,2024-12-11,Grande villa à vendre prés de technopole Ariana route jaafir tel 99811625/54811627
Tunis,Tunis,Maison,À Vendre,100,2,8,210000,2024-12-11,Une maison 🏠🏡 de deux étages à vendre à IBN SINA Tunis tel 99811625/54811627
Ben Arous,Ben_Arous,Maison,À Vendre,135,2,8,240000,2024-12-11,une maison 🏡🏠 de 2 étages indépendantes à vendre à cité Hithab 290 milles dinars
Ben Arous,Ben_Arous,villa,À Vendre,187,1,5,235000,2024-12-11,une villa à vendre à cité Hithab tel 99811625/54811627
Tunis,Tunis,N/A,À Vendre,120,2,5,270000,2024-12-11,un duplex à vendre à cité IBN SINA tel 99811625/54811627
Ariana,Ariana,villa,À Vendre,260,5,4,0,2024-12-11,A Vendre 4 Villas à la Soukra
Ariana,Ariana,villa,À Vendre,1000,3,6,0,2024-12-11,A Vendre Villa sur un terrain de 1000 m2
Tunis,Tunis,villa,sale,N/A,4.0,N/A,1350000,2024-12-11,villa sidi daoud  500m angle de deux rue
Tunis,Tunis,villa,sale,N/A,2.0,N/A,1600000,2024-12-11,villa mutuelle ville a vendre 500m2
Tunis,Tunis,Maison,À Vendre,280,2,8,1,2024-12-11,maison à vendre deux étages plus de 280m² couvert- منزل للبيع ذو طابقين
Ariana,Ariana,villa,À Vendre,350,1,4,420000,2024-12-11,Belle villa
Ariana,Ariana,N/A,À Vendre,332,3,3,790000,2024-12-11,À Vendre Duplex en s+3 à Ennaser 2
Nabeul,Nabeul,Maison,À Vendre,200,N/A,N/A,0,2024-12-11,Villa maison arabe hammamet
Sfax,Sfax,Maison,À Vendre,371,1,3,350000,2024-12-11,"À vendre 2 maisons indépendantes à Route Soukra km 4, derrière ISSEPS"
Ben Arous,Ben_Arous,N/A,À Vendre,255,2,8,170000,2024-12-11,Triplex a vendre a morneg
Nabeul,Nabeul,villa,À Vendre,260,2,3,1150000,2024-12-11,📍A VENDRE VILLA TRES HAUT STANDING A HAMMAMET NORD 📍
Tunis,Tunis,Maison,À Vendre,100,2,4,220,2024-12-11,à vendre maison 100 mètre 2 étage s+2 /s+2 +garage
Ariana,Ariana,Maison,À Vendre,330,1,N/A,480,2024-12-11,2 maisons + 2 garages à vendre
Ben Arous,Ben_Arous,villa,À Vendre,900,3,6,1,2024-12-11,Villa d'Exception à Morneg - Style Américain
Nabeul,Nabeul,N/A,À Vendre,100,2,2,220000,2024-12-11,🔥 A #vendre un Duplex en S+2 indépendant à Craxi Hammamet Nord ♥️
Ariana,Ariana,villa,À Vendre,200,0,N/A,135000,2024-12-11,raoued route sidi amor a vendre villa un seul niveau inachevée donne sur deux rues
La Manouba,La_Manouba,Appartement,À Vendre,200,1,2,175000,2024-12-11,ETAGE DE VILLA appartement S+2
Sousse,Sousse,villa,À Vendre,792,1,3,1800000000,2024-12-11,Une magnifique villa à vendre situé à kantaoui
Le Kef,Le_Kef,villa,À Vendre,314,1,5,0,2024-12-11,Villa a vendre
Ben Arous,Ben_Arous,villa,À Vendre,400,0,6,300000,2024-12-11,Villa 2S+6 de 400 m² à Morneg
Tunis,Tunis,villa,À Vendre,325,2,4,670000,2024-12-11,A Vendre Villa R+2  au Bardo
Ariana,Ariana,N/A,À Vendre,150,2,3,550000,2024-12-11,A vendre duplex S+3 à la Soukra
Nabeul,Nabeul,villa,À Vendre,315,3,6,370000,2024-12-10,"VILLA "" ENZO """
Tunis,Tunis,villa,À Vendre,520,2,6,950000,2024-12-10,A vendre villa  S6 à Menzah 9 fais le coin prés centre makni
Sousse,Sousse,villa,À Vendre,218,1,4,950000,2024-12-10,Une villa s+4 à vendre situé à sahloul 4
Tunis,Tunis,villa,À Vendre,520,2,7,975000,2024-12-10,A vendre villa avec deux niveaux indépendante S7 à Menzah 9
Sousse,Sousse,villa,À Vendre,218,2,4,1100000000,2024-12-10,Une villa s+4  à vendre situé à sahloul 4
Tunis,Tunis,villa,À Vendre,493,3,6,8500000,2024-12-10,villa a vendre
Ariana,Ariana,villa,À Vendre,480,1,3,220000,2024-12-10,a vendre villa inachevé a borj touil
Nabeul,Nabeul,villa,À Vendre,400,2,4,850000,2024-12-10,A vendre :  Villa de lux avec piscine 200m de la plage Mimosa Mrezga Nabeul
Ben Arous,Ben_Arous,villa,À Vendre,518,3,6,800000,2024-12-10,Villa Angioletti à Vendre à Hammem Chatt
Sousse,Sousse,villa,À Vendre,349,2,3,590000,2024-12-10,Villa Inachevée à Vendre – Une Opportunité à Saisir
La Manouba,La_Manouba,Maison,À Vendre,84,1,1,45000,2024-12-10,a vendre maison s+1 bjeoua 2
Tunis,Tunis,villa,À Vendre,220,2,5,500000,2024-12-10,Villa à vendre (220 mètres de superficie) avec rez-de-chaussée et un étage
Ariana,Ariana,villa,À Vendre,600,3,5,1200000,2024-12-10,Villa Rima à Vendre aux Jardins EL Manzah
Ben Arous,Ben_Arous,villa,À Vendre,582,3,6,950000,2024-12-10,Villa r+1 à Rades melyen
Tunis,Tunis,villa,À Vendre,500,3,8,680000,2024-12-10,A Vendre Villa au Montfleury
Tunis,Tunis,villa,À Vendre,327,3,4,1150000,2024-12-10,A Vendre Villa au Bardo
Tunis,Tunis,villa,À Vendre,668,3,4,,2024-12-10,A vendre belle villa à gammarth
Sousse,Sousse,villa,À Vendre,570,3,6,1400000,2024-12-10,Villa à Khzema Est
Tunis,Tunis,villa,N/A,N/A,N/A,N/A,0,2024-12-10,Villa à vendre
Sfax,Sfax,Maison,À Louer,130,1,4,150000,2024-12-10,Maison à vendre
Tunis,Tunis,Maison,À Vendre,110,1,3,180000,2024-12-10,Maison A Vendre
Sousse,Sousse,villa,À Vendre,228,1,4,288000,2024-12-10,A VENDRE un rez-de-chaussée de villa S+4 situé à cité ettaamir Sousse
Tunis,Tunis,N/A,À Vendre,112,1,2,220000,2024-12-10,A vendre duplex s2 à Oued elil
Ariana,Ariana,villa,À Vendre,326,1,2,370000,2024-12-10,entre soukra et la marsa bhar lazreg a vendre villa un seul niveau fait 3 rue
Tunis,Tunis,N/A,À Vendre,236,2,5,1100000,2024-12-10,A vendre un duplex S+4 direct promoteur à Ain Zaghouan Nord.
Ben Arous,Ben_Arous,N/A,À Vendre,117,1,3,270000,2024-12-10,A vendre  Appart S+3 à Rades Plage
Tunis,Tunis,villa,À Vendre,500,2,1,1600000,2024-12-10,Villa a vendre à Mutuelle Ville
Bizerte,Bizerte,villa,À Vendre,115,0,3,300000,2024-12-10,A Vendre étage De Villa Au Début De Corniche
Monastir,Monastir,Maison,À Vendre,203,01,02,125000,2024-12-10,Maison indépendante à vendre à Téboulba
Ben Arous,Ben_Arous,N/A,À Vendre,120,1,2,240000,2024-12-10,Duplex S2 Silvana à Vendre à Hammam Lif
Tunis,Tunis,villa,À Vendre,268,3,5,570000,2024-12-10,A Vendre Villa au Bardo Bayrem Etoussi
Ben Arous,Ben_Arous,N/A,À Vendre,N/A,N/A,N/A,260000,2024-12-10,Duplex à vendre S+4
Tunis,Tunis,villa,À Vendre,300,3,3,260000,2024-12-10,Villa ibn khaldoun a vendre
Tunis,Tunis,villa,À Vendre,450,4,5,1200000,2024-12-10,A Vendre villa a La Marsa ville
Ariana,Ariana,villa,À Vendre,800,6,9,1050000,2024-12-10,A Vendre villa haut standing a la Soukra Chotrana 3
Ariana,Ariana,villa,À Vendre,800,6,9,1050000,2024-12-10,A Vendre villa haut standing a la Soukra Chotrana 3
Nabeul,Nabeul,Maison,À Vendre,300,1,3,250000,2024-12-10,Maison inachevée 300 m² à kelibia
Ariana,Ariana,villa,À Vendre,425,2,7,1,2024-12-09,A vendre une villa à la nouvelle Ariana
Nabeul,Nabeul,villa,À Vendre,280,3,4,725000,2024-12-09,A VENDRE une villa
Tunis,Tunis,villa,À Vendre,420,3,4,1,2024-12-09,A vendre Rez-de-chaussée de villa au Bardo
Tunis,Tunis,N/A,À Vendre,124,3,3,450000,2024-12-09,gammarth harrouch : à vendre duplex indépendant dans une résidence
Sfax,Sfax,villa,À Vendre,630,2,3,305000,2024-12-09,"À vendre villa inachevée à Route gabes km 8, à gauche"
Sfax,Sfax,villa,À Vendre,1276,2,4,850000,2024-12-09,"Villa à Vendre à Route L'Afrane Km5.5, Zanket el Opéra."
Ariana,Ariana,villa,À Vendre,400,1,5,780000,2024-12-09,À vendre une villa avec jardin à Borj Louzir Soukra
Sfax,Sfax,villa,À Vendre,870,1,3,215,2024-12-09,"Villa à vendre à el abbassia kerkennah Via la route principale 5mn de la mer 3ch 1sall 1cuis 1 sb  2 halls 3 Virandas 1 escalier pour le toit en haut bit drouj 1 fesquia 
En face musée abbassia 
Facade mta3 dar قبلية وشرقية 
875m ² superficie totale 
150m ² superficie couvert 
Avec plantaion sur le trottoir et au jardin
ملكية فردية"
Sfax,Sfax,villa,À Vendre,621.6,2,3,780000,2024-12-09,Villa coquette à vendre📍Route el Ain km2.5
Sfax,Sfax,villa,À Vendre,800,2,4,725000,2024-12-09,"À  vendre villa à Route Bouzayen km 6, Av Hedi Chaker (Sfax)"
Tunis,Tunis,Maison,À Vendre,1,2,3,0,2024-12-09,maison a vendre
Sfax,Sfax,Maison,À Vendre,60.6,1,2,100,2024-12-09,A vendre maison S+2 à Sfax sakit ezzit
Bizerte,Bizerte,villa,À Vendre,215,2,5,,2024-12-09,Villa à vendre
Ariana,Ariana,villa,À Vendre,150,2,8,178000,2024-12-09,Villa A vendre Deux etage Titre Bleu
Tunis,Tunis,Maison,À Vendre,200,N/A,N/A,370000,2024-12-09,A vendre une maison (100m2) trois niveau Une bonne opportunité à investir
Sfax,Sfax,Maison,À Louer,465,2,4,430,2024-12-09,"villa maison à vendre à taniour teniour sfax
دار فيلا للبيع تنيور كلم 2.5 مركز مدرسة الباشاصفاقس"
Monastir,Monastir,N/A,À Vendre,320,3,6,217000,2024-12-09,Résidence R+2 à vendre
Sousse,Sousse,villa,À Vendre,450,0,4,1,2024-12-08,Agréable villa à vendre situé à tantana
Nabeul,Nabeul,villa,À Vendre,400,3,7,750000,2024-12-08,villa meublé luxe
Ariana,Ariana,villa,À Vendre,435,1,3,240000,2024-12-08,A vendre villa a enkhilet
Sfax,Sfax,N/A,À Vendre,1,1,1,1,2024-12-08,Terrain rte sidi Mansour km12
Ariana,Ariana,villa,À Vendre,700,3,4,0,2024-12-08,À vendre une belle villa Chotrana
Ariana,Ariana,villa,À Vendre,300,3,5,1400000,2024-12-08,Une villa jumelée de très haut standing à la soukra parc
